name	status	reason
cgroup:cgroup_rstat_unlock	excluded	tracepoint event
cgroup:cgroup_setup_root	excluded	tracepoint event
cgroup:cgroup_transfer_tasks	excluded	tracepoint event
cgroup:cgroup_unfreeze	excluded	tracepoint event
clk:clk_disable	excluded	tracepoint event
clk:clk_disable_complete	excluded	tracepoint event
clk:clk_enable	excluded	tracepoint event
clk:clk_enable_complete	excluded	tracepoint event
clk:clk_prepare	excluded	tracepoint event
clk:clk_prepare_complete	excluded	tracepoint event
clk:clk_rate_request_done	excluded	tracepoint event
clk:clk_rate_request_start	excluded	tracepoint event
clk:clk_set_duty_cycle	excluded	tracepoint event
clk:clk_set_duty_cycle_complete	excluded	tracepoint event
clk:clk_set_max_rate	excluded	tracepoint event
clk:clk_set_min_rate	excluded	tracepoint event
clk:clk_set_parent	excluded	tracepoint event
clk:clk_set_parent_complete	excluded	tracepoint event
clk:clk_set_phase	excluded	tracepoint event
clk:clk_set_phase_complete	excluded	tracepoint event
clk:clk_set_rate	excluded	tracepoint event
clk:clk_set_rate_complete	excluded	tracepoint event
clk:clk_set_rate_range	excluded	tracepoint event
clk:clk_unprepare	excluded	tracepoint event
clk:clk_unprepare_complete	excluded	tracepoint event
compaction:mm_compaction_begin	excluded	tracepoint event
compaction:mm_compaction_defer_compaction	excluded	tracepoint event
compaction:mm_compaction_defer_reset	excluded	tracepoint event
compaction:mm_compaction_deferred	excluded	tracepoint event
compaction:mm_compaction_end	excluded	tracepoint event
compaction:mm_compaction_fast_isolate_freepages	excluded	tracepoint event
compaction:mm_compaction_finished	excluded	tracepoint event
compaction:mm_compaction_isolate_freepages	excluded	tracepoint event
compaction:mm_compaction_isolate_migratepages	excluded	tracepoint event
compaction:mm_compaction_kcompactd_sleep	excluded	tracepoint event
compaction:mm_compaction_kcompactd_wake	excluded	tracepoint event
compaction:mm_compaction_migratepages	excluded	tracepoint event
compaction:mm_compaction_suitable	excluded	tracepoint event
compaction:mm_compaction_try_to_compact_pages	excluded	tracepoint event
compaction:mm_compaction_wakeup_kcompactd	excluded	tracepoint event
context_tracking:user_enter	excluded	tracepoint event
context_tracking:user_exit	excluded	tracepoint event
cpuhp:cpuhp_enter	excluded	tracepoint event
cpuhp:cpuhp_exit	excluded	tracepoint event
cpuhp:cpuhp_multi_enter	excluded	tracepoint event
csd:csd_function_entry	excluded	tracepoint event
csd:csd_function_exit	excluded	tracepoint event
csd:csd_queue_cpu	excluded	tracepoint event
cxl:cxl_aer_correctable_error	excluded	tracepoint event
cxl:cxl_aer_uncorrectable_error	excluded	tracepoint event
cxl:cxl_dram	excluded	tracepoint event
cxl:cxl_general_media	excluded	tracepoint event
cxl:cxl_generic_event	excluded	tracepoint event
cxl:cxl_memory_module	excluded	tracepoint event
cxl:cxl_memory_sparing	excluded	tracepoint event
cxl:cxl_overflow	excluded	tracepoint event
cxl:cxl_poison	excluded	tracepoint event
cxl:cxl_port_aer_correctable_error	excluded	tracepoint event
cxl:cxl_port_aer_uncorrectable_error	excluded	tracepoint event
dev:devres_log	excluded	tracepoint event
devfreq:devfreq_frequency	excluded	tracepoint event
devfreq:devfreq_monitor	excluded	tracepoint event
devlink:devlink_health_recover_aborted	excluded	tracepoint event
devlink:devlink_health_report	excluded	tracepoint event
devlink:devlink_health_reporter_state_update	excluded	tracepoint event
devlink:devlink_hwerr	excluded	tracepoint event
devlink:devlink_hwmsg	excluded	tracepoint event
devlink:devlink_trap_report	excluded	tracepoint event
dma:dma_alloc	excluded	tracepoint event
dma:dma_alloc_pages	excluded	tracepoint event
dma:dma_alloc_sgt	excluded	tracepoint event
dma:dma_alloc_sgt_err	excluded	tracepoint event
dma:dma_free	excluded	tracepoint event
dma:dma_free_pages	excluded	tracepoint event
dma:dma_free_sgt	excluded	tracepoint event
dma:dma_map_page	excluded	tracepoint event
dma:dma_map_resource	excluded	tracepoint event
dma:dma_map_sg	excluded	tracepoint event
dma:dma_map_sg_err	excluded	tracepoint event
dma:dma_sync_sg_for_cpu	excluded	tracepoint event
dma:dma_sync_sg_for_device	excluded	tracepoint event
dma:dma_sync_single_for_cpu	excluded	tracepoint event
dma:dma_sync_single_for_device	excluded	tracepoint event
dma:dma_unmap_page	excluded	tracepoint event
dma:dma_unmap_resource	excluded	tracepoint event
dma:dma_unmap_sg	excluded	tracepoint event
dma_fence:dma_fence_destroy	excluded	tracepoint event
dma_fence:dma_fence_emit	excluded	tracepoint event
dma_fence:dma_fence_enable_signal	excluded	tracepoint event
dma_fence:dma_fence_init	excluded	tracepoint event
dma_fence:dma_fence_signaled	excluded	tracepoint event
dma_fence:dma_fence_wait_end	excluded	tracepoint event
dma_fence:dma_fence_wait_start	excluded	tracepoint event
drm:drm_vblank_event	excluded	tracepoint event
drm:drm_vblank_event_delivered	excluded	tracepoint event
drm:drm_vblank_event_queued	excluded	tracepoint event
error_report:error_report_end	excluded	tracepoint event
exceptions:page_fault_kernel	excluded	tracepoint event
exceptions:page_fault_user	excluded	tracepoint event
ext4:ext4_alloc_da_blocks	excluded	tracepoint event
ext4:ext4_allocate_blocks	excluded	tracepoint event
ext4:ext4_allocate_inode	excluded	tracepoint event
ext4:ext4_begin_ordered_truncate	excluded	tracepoint event
ext4:ext4_collapse_range	excluded	tracepoint event
ext4:ext4_da_release_space	excluded	tracepoint event
ext4:ext4_da_reserve_space	excluded	tracepoint event
ext4:ext4_da_update_reserve_space	excluded	tracepoint event
ext4:ext4_da_write_begin	excluded	tracepoint event
ext4:ext4_da_write_end	excluded	tracepoint event
ext4:ext4_da_write_folios_end	excluded	tracepoint event
ext4:ext4_da_write_folios_start	excluded	tracepoint event
ext4:ext4_da_write_pages_extent	excluded	tracepoint event
ext4:ext4_discard_blocks	excluded	tracepoint event
ext4:ext4_discard_preallocations	excluded	tracepoint event
ext4:ext4_drop_inode	excluded	tracepoint event
ext4:ext4_error	excluded	tracepoint event
ext4:ext4_es_cache_extent	excluded	tracepoint event
ext4:ext4_es_find_extent_range_enter	excluded	tracepoint event
ext4:ext4_es_find_extent_range_exit	excluded	tracepoint event
ext4:ext4_es_insert_delayed_extent	excluded	tracepoint event
ext4:ext4_es_insert_extent	excluded	tracepoint event
ext4:ext4_es_lookup_extent_enter	excluded	tracepoint event
ext4:ext4_es_lookup_extent_exit	excluded	tracepoint event
ext4:ext4_es_remove_extent	excluded	tracepoint event
ext4:ext4_es_shrink	excluded	tracepoint event
ext4:ext4_es_shrink_count	excluded	tracepoint event
ext4:ext4_es_shrink_scan_enter	excluded	tracepoint event
ext4:ext4_es_shrink_scan_exit	excluded	tracepoint event
ext4:ext4_evict_inode	excluded	tracepoint event
ext4:ext4_ext_convert_to_initialized_enter	excluded	tracepoint event
ext4:ext4_ext_convert_to_initialized_fastpath	excluded	tracepoint event
ext4:ext4_ext_handle_unwritten_extents	excluded	tracepoint event
ext4:ext4_ext_load_extent	excluded	tracepoint event
ext4:ext4_ext_map_blocks_enter	excluded	tracepoint event
ext4:ext4_ext_map_blocks_exit	excluded	tracepoint event
ext4:ext4_ext_remove_space	excluded	tracepoint event
ext4:ext4_ext_remove_space_done	excluded	tracepoint event
ext4:ext4_ext_rm_idx	excluded	tracepoint event
ext4:ext4_ext_rm_leaf	excluded	tracepoint event
ext4:ext4_ext_show_extent	excluded	tracepoint event
ext4:ext4_fallocate_enter	excluded	tracepoint event
ext4:ext4_fallocate_exit	excluded	tracepoint event
ext4:ext4_fc_cleanup	excluded	tracepoint event
ext4:ext4_fc_commit_start	excluded	tracepoint event
ext4:ext4_fc_commit_stop	excluded	tracepoint event
ext4:ext4_fc_replay	excluded	tracepoint event
ext4:ext4_fc_replay_scan	excluded	tracepoint event
ext4:ext4_fc_stats	excluded	tracepoint event
ext4:ext4_fc_track_create	excluded	tracepoint event
ext4:ext4_fc_track_inode	excluded	tracepoint event
ext4:ext4_fc_track_link	excluded	tracepoint event
ext4:ext4_fc_track_range	excluded	tracepoint event
ext4:ext4_fc_track_unlink	excluded	tracepoint event
ext4:ext4_forget	excluded	tracepoint event
ext4:ext4_free_blocks	excluded	tracepoint event
ext4:ext4_free_inode	excluded	tracepoint event
ext4:ext4_fsmap_high_key	excluded	tracepoint event
ext4:ext4_fsmap_low_key	excluded	tracepoint event
ext4:ext4_fsmap_mapping	excluded	tracepoint event
ext4:ext4_get_implied_cluster_alloc_exit	excluded	tracepoint event
ext4:ext4_getfsmap_high_key	excluded	tracepoint event
ext4:ext4_getfsmap_low_key	excluded	tracepoint event
ext4:ext4_getfsmap_mapping	excluded	tracepoint event
ext4:ext4_ind_map_blocks_enter	excluded	tracepoint event
ext4:ext4_ind_map_blocks_exit	excluded	tracepoint event
ext4:ext4_insert_range	excluded	tracepoint event
ext4:ext4_invalidate_folio	excluded	tracepoint event
ext4:ext4_journal_start_inode	excluded	tracepoint event
ext4:ext4_journal_start_reserved	excluded	tracepoint event
ext4:ext4_journal_start_sb	excluded	tracepoint event
ext4:ext4_journalled_invalidate_folio	excluded	tracepoint event
ext4:ext4_journalled_write_end	excluded	tracepoint event
ext4:ext4_lazy_itable_init	excluded	tracepoint event
ext4:ext4_load_inode	excluded	tracepoint event
ext4:ext4_load_inode_bitmap	excluded	tracepoint event
ext4:ext4_mark_inode_dirty	excluded	tracepoint event
ext4:ext4_mb_bitmap_load	excluded	tracepoint event
ext4:ext4_mb_buddy_bitmap_load	excluded	tracepoint event
ext4:ext4_mb_discard_preallocations	excluded	tracepoint event
ext4:ext4_mb_new_group_pa	excluded	tracepoint event
ext4:ext4_mb_new_inode_pa	excluded	tracepoint event
ext4:ext4_mb_release_group_pa	excluded	tracepoint event
ext4:ext4_mb_release_inode_pa	excluded	tracepoint event
ext4:ext4_mballoc_alloc	excluded	tracepoint event
ext4:ext4_mballoc_discard	excluded	tracepoint event
ext4:ext4_mballoc_free	excluded	tracepoint event
ext4:ext4_mballoc_prealloc	excluded	tracepoint event
ext4:ext4_nfs_commit_metadata	excluded	tracepoint event
ext4:ext4_other_inode_update_time	excluded	tracepoint event
ext4:ext4_prefetch_bitmaps	excluded	tracepoint event
ext4:ext4_punch_hole	excluded	tracepoint event
ext4:ext4_read_block_bitmap_load	excluded	tracepoint event
ext4:ext4_read_folio	excluded	tracepoint event
ext4:ext4_release_folio	excluded	tracepoint event
ext4:ext4_remove_blocks	excluded	tracepoint event
ext4:ext4_request_blocks	excluded	tracepoint event
ext4:ext4_request_inode	excluded	tracepoint event
ext4:ext4_shutdown	excluded	tracepoint event
ext4:ext4_sync_file_enter	excluded	tracepoint event
ext4:ext4_sync_file_exit	excluded	tracepoint event
ext4:ext4_sync_fs	excluded	tracepoint event
ext4:ext4_trim_all_free	excluded	tracepoint event
ext4:ext4_trim_extent	excluded	tracepoint event
ext4:ext4_truncate_enter	excluded	tracepoint event
ext4:ext4_truncate_exit	excluded	tracepoint event
ext4:ext4_unlink_enter	excluded	tracepoint event
ext4:ext4_unlink_exit	excluded	tracepoint event
ext4:ext4_update_sb	excluded	tracepoint event
ext4:ext4_write_begin	excluded	tracepoint event
ext4:ext4_write_end	excluded	tracepoint event
ext4:ext4_writepages	excluded	tracepoint event
ext4:ext4_writepages_result	excluded	tracepoint event
ext4:ext4_zero_range	excluded	tracepoint event
fib:fib_table_lookup	excluded	tracepoint event
fib6:fib6_table_lookup	excluded	tracepoint event
filelock:break_lease_block	excluded	tracepoint event
filelock:break_lease_noblock	excluded	tracepoint event
filelock:break_lease_unblock	excluded	tracepoint event
filelock:fcntl_setlk	excluded	tracepoint event
filelock:flock_lock_inode	excluded	tracepoint event
filelock:generic_add_lease	excluded	tracepoint event
filelock:generic_delete_lease	excluded	tracepoint event
filelock:leases_conflict	excluded	tracepoint event
filelock:locks_get_lock_context	excluded	tracepoint event
filelock:locks_remove_posix	excluded	tracepoint event
filelock:posix_lock_inode	excluded	tracepoint event
filelock:time_out_leases	excluded	tracepoint event
filemap:file_check_and_advance_wb_err	excluded	tracepoint event
filemap:filemap_set_wb_err	excluded	tracepoint event
filemap:mm_filemap_add_to_page_cache	excluded	tracepoint event
filemap:mm_filemap_delete_from_page_cache	excluded	tracepoint event
filemap:mm_filemap_fault	excluded	tracepoint event
filemap:mm_filemap_get_pages	excluded	tracepoint event
filemap:mm_filemap_map_pages	excluded	tracepoint event
fs_dax:dax_insert_pfn_mkwrite	excluded	tracepoint event
fs_dax:dax_insert_pfn_mkwrite_no_entry	excluded	tracepoint event
fs_dax:dax_load_hole	excluded	tracepoint event
fs_dax:dax_pmd_fault	excluded	tracepoint event
fs_dax:dax_pmd_fault_done	excluded	tracepoint event
fs_dax:dax_pmd_load_hole	excluded	tracepoint event
fs_dax:dax_pmd_load_hole_fallback	excluded	tracepoint event
fs_dax:dax_pte_fault	excluded	tracepoint event
fs_dax:dax_pte_fault_done	excluded	tracepoint event
fs_dax:dax_writeback_one	excluded	tracepoint event
fs_dax:dax_writeback_range	excluded	tracepoint event
fs_dax:dax_writeback_range_done	excluded	tracepoint event
ftrace:function	excluded	tracepoint event
ftrace:print	excluded	tracepoint event
fuse:fuse_request_end	excluded	tracepoint event
fuse:fuse_request_send	excluded	tracepoint event
gpio:gpio_direction	excluded	tracepoint event
gpio:gpio_value	excluded	tracepoint event
handshake:handshake_cancel	excluded	tracepoint event
handshake:handshake_cancel_busy	excluded	tracepoint event
handshake:handshake_cancel_none	excluded	tracepoint event
handshake:handshake_cmd_accept	excluded	tracepoint event
handshake:handshake_cmd_accept_err	excluded	tracepoint event
handshake:handshake_cmd_done	excluded	tracepoint event
handshake:handshake_cmd_done_err	excluded	tracepoint event
handshake:handshake_complete	excluded	tracepoint event
handshake:handshake_destruct	excluded	tracepoint event
handshake:handshake_notify_err	excluded	tracepoint event
handshake:handshake_submit	excluded	tracepoint event
handshake:handshake_submit_err	excluded	tracepoint event
handshake:tls_alert_recv	excluded	tracepoint event
handshake:tls_alert_send	excluded	tracepoint event
handshake:tls_contenttype	excluded	tracepoint event
huge_memory:mm_collapse_huge_page	excluded	tracepoint event
huge_memory:mm_collapse_huge_page_isolate	excluded	tracepoint event
huge_memory:mm_collapse_huge_page_swapin	excluded	tracepoint event
huge_memory:mm_khugepaged_collapse_file	excluded	tracepoint event
huge_memory:mm_khugepaged_scan_file	excluded	tracepoint event
huge_memory:mm_khugepaged_scan_pmd	excluded	tracepoint event
hugetlbfs:hugetlbfs_alloc_inode	excluded	tracepoint event
hugetlbfs:hugetlbfs_evict_inode	excluded	tracepoint event
hugetlbfs:hugetlbfs_fallocate	excluded	tracepoint event
hugetlbfs:hugetlbfs_free_inode	excluded	tracepoint event
hugetlbfs:hugetlbfs_setattr	excluded	tracepoint event
hwmon:hwmon_attr_show	excluded	tracepoint event
hwmon:hwmon_attr_show_string	excluded	tracepoint event
hwmon:hwmon_attr_store	excluded	tracepoint event
hyperv:hyperv_mmu_flush_tlb_multi	excluded	tracepoint event
hyperv:hyperv_nested_flush_guest_mapping	excluded	tracepoint event
hyperv:hyperv_nested_flush_guest_mapping_range	excluded	tracepoint event
hyperv:hyperv_send_ipi_mask	excluded	tracepoint event
hyperv:hyperv_send_ipi_one	excluded	tracepoint event
i2c:i2c_read	excluded	tracepoint event
i2c:i2c_reply	excluded	tracepoint event
i2c:i2c_result	excluded	tracepoint event
i2c:i2c_write	excluded	tracepoint event
i2c_slave:i2c_slave	excluded	tracepoint event
icmp:icmp_send	excluded	tracepoint event
initcall:initcall_finish	excluded	tracepoint event
initcall:initcall_level	excluded	tracepoint event
initcall:initcall_start	excluded	tracepoint event
intel_ifs:ifs_sbaf	excluded	tracepoint event
intel_ifs:ifs_status	excluded	tracepoint event
intel_iommu:cache_tag_assign	excluded	tracepoint event
intel_iommu:cache_tag_flush_range	excluded	tracepoint event
intel_iommu:cache_tag_flush_range_np	excluded	tracepoint event
intel_iommu:cache_tag_unassign	excluded	tracepoint event
intel_iommu:prq_report	excluded	tracepoint event
intel_iommu:qi_submit	excluded	tracepoint event
interconnect:icc_set_bw	excluded	tracepoint event
interconnect:icc_set_bw_end	excluded	tracepoint event
io_uring:io_uring_complete	excluded	tracepoint event
io_uring:io_uring_cqe_overflow	excluded	tracepoint event
io_uring:io_uring_cqring_wait	excluded	tracepoint event
io_uring:io_uring_create	excluded	tracepoint event
io_uring:io_uring_defer	excluded	tracepoint event
io_uring:io_uring_fail_link	excluded	tracepoint event
io_uring:io_uring_file_get	excluded	tracepoint event
io_uring:io_uring_link	excluded	tracepoint event
io_uring:io_uring_local_work_run	excluded	tracepoint event
io_uring:io_uring_poll_arm	excluded	tracepoint event
io_uring:io_uring_queue_async_work	excluded	tracepoint event
io_uring:io_uring_register	excluded	tracepoint event
io_uring:io_uring_req_failed	excluded	tracepoint event
io_uring:io_uring_short_write	excluded	tracepoint event
io_uring:io_uring_submit_req	excluded	tracepoint event
io_uring:io_uring_task_add	excluded	tracepoint event
io_uring:io_uring_task_work_run	excluded	tracepoint event
iocost:iocost_inuse_adjust	excluded	tracepoint event
iocost:iocost_inuse_shortage	excluded	tracepoint event
iocost:iocost_inuse_transfer	excluded	tracepoint event
iocost:iocost_ioc_vrate_adj	excluded	tracepoint event
iocost:iocost_iocg_activate	excluded	tracepoint event
iocost:iocost_iocg_forgive_debt	excluded	tracepoint event
iocost:iocost_iocg_idle	excluded	tracepoint event
iomap:iomap_add_to_ioend	excluded	tracepoint event
iomap:iomap_dio_complete	excluded	tracepoint event
iomap:iomap_dio_invalidate_fail	excluded	tracepoint event
iomap:iomap_dio_rw_begin	excluded	tracepoint event
iomap:iomap_dio_rw_queued	excluded	tracepoint event
iomap:iomap_invalidate_folio	excluded	tracepoint event
iomap:iomap_iter	excluded	tracepoint event
iomap:iomap_iter_dstmap	excluded	tracepoint event
iomap:iomap_iter_srcmap	excluded	tracepoint event
iomap:iomap_readahead	excluded	tracepoint event
iomap:iomap_readpage	excluded	tracepoint event
iomap:iomap_release_folio	excluded	tracepoint event
iomap:iomap_writeback_folio	excluded	tracepoint event
iommu:add_device_to_group	excluded	tracepoint event
iommu:attach_device_to_domain	excluded	tracepoint event
iommu:io_page_fault	excluded	tracepoint event
iommu:map	excluded	tracepoint event
